Description;Category
- RSHOP PAGADCOSCU;COMPRAS DIVERSAS
TRANSF PIX THIAGO;TRANSFERÊNCIA BANCÁRIA
ASSA FRANGO;RESTAURANTES
MOVEL DA CLARO 08806989;TELECOMUNICAÇÕES
- RESTAURANTE PAY 26 - / 05;RESTAURANTES
DM*CRUNCHYROLL L;LAZER E ENTRETENIMENTO
PASTELARIA Y-CT;RESTAURANTES
KF HONESTY;MERCADO
PAGAMENTO FOLHA MENSAL;SALÁRIO
POP SACOLAO;MERCADO
- PAY - YANG 29 12 /;RESTAURANTES
- RSCSS MC DONALDS - 10 / 10;RESTAURANTES
UBER * * TRIP UBER;TRANSPORTE
- RSCSS HONESTY KF 18 - 11 /;MERCADO
FAST SHOP SA 07/12;COMPRAS DIVERSAS
- PAY HONESTY KF - 26 / 10;MERCADO
PIX QRS SANTA16 BANCO 10 /;PAGAMENTO CARTÃO
RIMINI PAY - INDU;OUTROS
- PAY POP SACOLAO 01 - / 12;MERCADO
- PRATA CHIK 01 CT / 02;COMPRAS DIVERSAS
TRANSF PIX TATIELL17 10 /;OUTROS
- PAY - PAGASMSERV 15 05 /;OUTROS
BAR DO BETA;RESTAURANTES
CURITI - BANCA CT;OUTROS
PAY -SACOLAO POP-17/06;MERCADO
- PAY NADOLNI - 05 14 /;OUTROS
PAG * MNAOANACLE CT RCIAD -;COMPRAS DIVERSAS
DISTRIBUICA INT COPEL 00;MORADIA
- LUIZ PAY ELVIS - / 22 10;OUTROS
- PAY RESTAURANTES;RESTAURANTES
RSCSS - PASSAUNA PA;LAZER E ENTRETENIMENTO
PAY SAL - MUSTANG 29 - / 05;RESTAURANTES
PAY - POP SACOLAO 23 - 10 /;MERCADO
- PAY PRIMEIRA - 16 IG / 06;OUTROS
IFOOD IFDMACARRAO;RESTAURANTES
05 RIACHUELO - CT / 03 C01;ROUPAS E ACESSÓRIOS
HONESTY RSCSS - KF - 28 10 /;MERCADO
* PG PRIMA CAS LA PRI;COMPRAS DIVERSAS
- PAY E MUCHINSKI;OUTROS
TRANSF PIX MARTTER;TRANSFERÊNCIA BANCÁRIA
PALLA AFFORD CT -;COMPRAS DIVERSAS
PAY -PANIFICADOR;MERCADO
ICE MOANA CT -;RESTAURANTES
ESTRELA NOVA;RESTAURANTES
PAY - RIMINI INDU;OUTROS
- PAY WAL - BOURBON 31 / 12;COMPRAS DIVERSAS
TRANSF PIX ISABELL;MESADA
TRANSF PIX ISABELL01 12 /;MESADA
WHISKYA MP;RESTAURANTES
INT VS UNICLASS;PAGAMENTO CARTÃO
- RSHOP J CONFECCAO;COMPRAS DIVERSAS
PIX TRANSF THIAGO / 11 24;OUTROS
- PANIFICADOR PAY - 02 12 /;MERCADO
PAY -NOVA ESTREL-15/11;RESTAURANTES
FOLHA PARTICIPACAO DE;OUTROS
PAY - HONESTY - KF 10 08 /;MERCADO
- PAY LANCHONETE;RESTAURANTES
INT UNICLASS VS;PAGAMENTO CARTÃO
- PAY GELA FREDDO;RESTAURANTES
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
RESTAURANTES;RESTAURANTES
COM BELS ART - TAS CT;COMPRAS DIVERSAS
PAY -PANIFICADOR-10/03;MERCADO
FINANC PAGTO VEIC 24 24 /;TRANSPORTE
PAY -KALUNGA CUR-30/04;COMPRAS DIVERSAS
CANTIN PRIMA CT -;RESTAURANTES
SEM PARAR * SEM PARAR;TRANSPORTE
- PAY LANCHONETE;RESTAURANTES
TRANSFERÊNCIA D GILCE;SAÚDE
SHOP PET;CUIDADOS COM O PET
COPEL INT 00 DISTRIBUICA;MORADIA
FAST SA SHOP 04 12 /;COMPRAS DIVERSAS
- LUIZ PAY ELVIS - 29 10 /;OUTROS
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
PANIFICADOR;MERCADO
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PIX PIX QRS MARKETP16 / 05;COMPRAS DIVERSAS
MICROSOFT STORE *;COMPRAS DIVERSAS
CENTAURO CE 84;COMPRAS DIVERSAS
GYMPASSBR GYMPASS;SAÚDE
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PAG*LOJASRENNER 03/03;ROUPAS E ACESSÓRIOS
PAY -CIDADAO DO -27/06;RESTAURANTES
UBER *UBER *TRIP;TRANSPORTE
* PAG - JOSECARL CT;OUTROS
TRANSF PIX / BENEDIT19 12;OUTROS
PAY - RANCHOS CHU;RESTAURANTES
* ESCOLASEBDOM BOSCO;EDUCAÇÃO
INT DISTRIBUICA COPEL;MORADIA
TEMPO DA FE - CT AURANT;RESTAURANTES
REMUNER BAS POUP SALARIO;POUPANÇA E INVESTIMENTOS
PIX TRANSF ISABELL01 / 10;MESADA
COLET TRANSPO - CT FUC -;TRANSPORTE
ASMSERV;OUTROS
POP SACOLAO;MERCADO
DRIVE RSHOP - IN BU 26 - / 05;RESTAURANTES
FLEX CLARO;TELECOMUNICAÇÕES
- PAY - PANIFICADOR 18 11 /;MERCADO
OPENAI;LAZER E ENTRETENIMENTO
RSCSS - KF - HONESTY 28 10 /;MERCADO
RSHOP - POP SACOLAO 02 - 03 /;MERCADO
PAY -ARTE DA GUL;COMPRAS DIVERSAS
* VINDI ESPA - AS03 CT 03 /;LAZER E ENTRETENIMENTO
PIX TRANSF THIAGO 12 / 06;TRANSFERÊNCIA BANCÁRIA
- PAY REI DA CALA - 18 / 05;OUTROS
SACOLAO - CT POPU;MERCADO
- PAY CUR KALUNGA - 30 04 /;COMPRAS DIVERSAS
FAST SHOP SA 04/12;COMPRAS DIVERSAS
PIX THIAGO TRANSF 20 12 /;OUTROS
TRIP UBER * HELP. UBER CO.;TRANSPORTE
PASTA RICCA CT -;RESTAURANTES
- PAY E FARMACIA - 17 11 /;SAÚDE
FARMACIA E D-CT RIA NIS;SAÚDE
PAY -HONESTY KF -17/11;MERCADO
01 BAGAGGIO 02 /;COMPRAS DIVERSAS
CURITI BANCA CT -;OUTROS
ICE MOANA CT -;RESTAURANTES
DRIVE BK THRU;RESTAURANTES
BAGAGGIO;COMPRAS DIVERSAS
QRS PIX DEMERGE02 10 /;OUTROS
PAY -GREEN GATE;RESTAURANTES
PIX TATIANE TRANSF;TRANSFERÊNCIA BANCÁRIA
STEAKHOUSE OUTBACK;RESTAURANTES
PAY - VISAO CURIT - / 18 10;SAÚDE
PAY - * PAG - ANDRERI 04 12 /;OUTROS
RESTAURANTES;RESTAURANTES
QRS CLARO27 PIX / 09;TELECOMUNICAÇÕES
IN DRIVE BURGER;LAZER E ENTRETENIMENTO
- PAY LEVIS - 10 MUELL / 12;ROUPAS E ACESSÓRIOS
- PAY FARM PANVEL 08 - / 12;SAÚDE
FOLHA MENSAL PAGAMENTO;SALÁRIO
MICROSOFT;LAZER E ENTRETENIMENTO
INT TIT PAG 237 BANCO;MORADIA
COSTELA;RESTAURANTES
TINTA E TINT - CT;COMPRAS DIVERSAS
- RSCSS PA PASSAUNA;LAZER E ENTRETENIMENTO
PRATA CHIK - CT 02 02 /;COMPRAS DIVERSAS
- PAY DRIVE BU IN;RESTAURANTES
- ITALO PAY SUPER - 14 12 /;MERCADO
- PAY - KOPENHAGEN / 29 05;RESTAURANTES
PAY -PAGANGELAA-11/05;OUTROS
- LUIZ PAY - ELVIS 29 / 10;OUTROS
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PAY -RANCHOS CHU;RESTAURANTES
PET CLARA SHOP - LIVEIR CT;CUIDADOS COM O PET
FAST SA SHOP 06 12 /;COMPRAS DIVERSAS
AGUA DAJU VE - CT / 02 02;ROUPAS E ACESSÓRIOS
- VINI PAY ARTHUR - 15 / 06;OUTROS
PIX TATIANE TRANSF;TRANSFERÊNCIA BANCÁRIA
MPMELIMAIS MP;OUTROS
PG *UNIVERSO NARR 09/12;EDUCAÇÃO
PIX QRS PIX MARKETP13/06;COMPRAS DIVERSAS
PIX DEPARTAMENT QRS;OUTROS
IFOOD IN IFDCHINA;RESTAURANTES
PAY - * ANDREPA PAG 04 - / 10;OUTROS
MOBILEPAG 3535411820 TIT;OUTROS
PAGAMENTO FOLHA MENSAL;SALÁRIO
AMAZON ALUGUEL PRIME;LAZER E ENTRETENIMENTO
POUPANÇA JUROS SALÁRIO;POUPANÇA E INVESTIMENTOS
TRANSFERÊNCIA SACOLAO POP;MERCADO
PAY -IFD*COMODOR-27/04;OUTROS
PAY - SH LJ 3095 - / 11 11;OUTROS
PAY BARBEARIA - P 18 - 05 /;CUIDADOS PESSOAIS
ESCOLASEBDOM*BOSCO;EDUCAÇÃO
COMERCIO K2 - DU02 CT 02 /;COMPRAS DIVERSAS
PAY -PAGASMSERV-15/05;OUTROS
LAGO BRASAL;OUTROS
PIX TRANSF THIAGO 22/12;OUTROS
PANIFICADOR;MERCADO
YANG PAY - - 11 11 /;RESTAURANTES
RSHOP-SACOLAO POP-31/05;MERCADO
PIX TRANSF TATIELL17 / 10;OUTROS
BAGAGGIO;COMPRAS DIVERSAS
- PAY KAIMA POSTO;TRANSPORTE
INT VS UNICLASS;PAGAMENTO CARTÃO
PAY - - 10 PANIFICADOR 03 /;MERCADO
TIT PAG ITAU TIT ULO;OUTROS
POUPANCA JUROS SALARIO;RECEITA
PIX QRS PREFEITURA 08 / 12;MORADIA
PAY GROSSI - - COME 26 11 /;MERCADO
CAPITAL CO -CT;RESTAURANTES
RSCSS - ARMAZEM VIL - 23 06 /;RESTAURANTES
* UBER UBER TRIP *;TRANSPORTE
EMP CAPITAL -CT IO;OUTROS
COLET TRANSPO - CT FUC -;TRANSPORTE
COPEL INT DISTRIBUICA;MORADIA
PIX FELIPE 18 TRANSF / 12;OUTROS
. BOOKING BRASIL COM SERV;LAZER E ENTRETENIMENTO
FOLHA PAGAMENTO MENSAL;OUTROS
ESTACIONAME;TRANSPORTE
PIX TRANSF THIAGO / 02 24;OUTROS
PAY PLANSHOPPIN - 02 - 12 /;OUTROS
S PIX QRS OI A. . - E02 / 10;TELECOMUNICAÇÕES
LJ PAY - 3095 SH 16 - / 11;OUTROS
TRANSP RNSPE COLET - CT. E;TRANSPORTE
- PAY SUCOS CIA E - 30 11 /;RESTAURANTES
- RSCSS PET CL SHOP;CUIDADOS COM O PET
POUPANÇA JUROS SALÁRIO;POUPANÇA E INVESTIMENTOS
FINANC PAGTO VEIC / 24 24;TRANSPORTE
CIRURGICA - AL A CT;SAÚDE
- PAY PAGGOLOSIT;OUTROS
DA 21900 ULTRAGAZ DEMAI;OUTROS
PAG TIT INT BANCO 237;MORADIA
- RSHOP POP SACOLAO - 08 03 /;MERCADO
IFOOD COM IFDZETAY;RESTAURANTES
GYMPASS GYMPASSBR;SAÚDE
RSHOP FARES TURIS -;LAZER E ENTRETENIMENTO
REMUNERAÇÃO POUPANÇA SALÁRIO;POUPANÇA E INVESTIMENTOS
POP MIX ARTI CT - 03 DO01 /;COMPRAS DIVERSAS
ISABEL TRANSFERÊNCIA;MESADA
- PAY KOPENHAGEN 29 - 05 /;RESTAURANTES
PAY - GREEN GATE;RESTAURANTES
PARAR SEM ABASTECE *;TRANSPORTE
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
- PAY QUERE POSTO;TRANSPORTE
MP MELIMAIS *;LAZER E ENTRETENIMENTO
PAY -RIMINI INDU-21/10;OUTROS
- PAY SACOLAO POP - / 12 18;MERCADO
- PAY CHERRY - COFF 26 11 /;RESTAURANTES
CANTIN PRIMA CT -;RESTAURANTES
- PAY MUELL LEVIS 10 - / 12;ROUPAS E ACESSÓRIOS
PAY FARMACIA E - - 13 10 /;SAÚDE
- PAY POSTO KAIMA - 18 / 01;TRANSPORTE
QRS OI PIX S. . A - E22 12 /;TELECOMUNICAÇÕES
PET CLA SHOP CT - LIVEIR;CUIDADOS COM O PET
FLEX CLARO;TELECOMUNICAÇÕES
CINEMARK;LAZER E ENTRETENIMENTO
PAGTO FINANC 24 VEIC 24 /;TRANSPORTE
MARKETP PIX;TRANSFERÊNCIA BANCÁRIA
RSCSS-HONESTY KF;MERCADO
PAY -PANIFICADOR-02/12;MERCADO
PIX TRANSF THIAGO / 11 24;OUTROS
PIX QRS PRIMEIRA IG01/10;OUTROS
POUPANÇA REMUNERAÇÃO SALÁRIO;POUPANÇA E INVESTIMENTOS
745 TED. 0001. D B PAYPAL;RECEITA
INT VS UNICLASS;PAGAMENTO CARTÃO
PAY -MUCHINSKI E;OUTROS
PAY - PINBANK SAN * - / 09 30;OUTROS
MICROSOFT XBOX *;LAZER E ENTRETENIMENTO
PAY -LEABER ESTA-06/12;TRANSPORTE
PAY SUGAR - DARK - 07 05 /;RESTAURANTES
HONESTY KF V-CT;MERCADO
PRATA BELE E CT - OMERCI;COMPRAS DIVERSAS
PAY - DEOLA DONA 28 - 11 /;RESTAURANTES
PARAR SEM ABASTECE *;TRANSPORTE
PAG * - CT MAURICIO ECIDO;OUTROS
PAY 3713 - - - 27 GRSA / 11;OUTROS
HAVAN - PAROLI RITIBA CT;ROUPAS E ACESSÓRIOS
* PAG ATENAFEN CT -;OUTROS
DM L * CRUNCHYROLL;LAZER E ENTRETENIMENTO
ESTAPAR CT CCI -;TRANSPORTE
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
FARMACIA E D - RIA CT NIS;SAÚDE
- PAY UN - FARMACIA 28 / 09;SAÚDE
YANG CT -;RESTAURANTES
PANIFICADOR PAY - - / 18 11;MERCADO
UBER *UBER *TRIP;TRANSPORTE
TRANSF PIX PRIMEIR03 01 /;DOAÇÕES OU CONTRIBUIÇÕES
BAT GARAGEM;TRANSPORTE
HONESTY V KF CT -;MERCADO
* PG MAND TON - LTDA CT;COMPRAS DIVERSAS
SHOP B 7076 - CT CURT;COMPRAS DIVERSAS
PAY RAABELANDIA -;LAZER E ENTRETENIMENTO
POPU SACOLAO CT -;MERCADO
- PAY IFD KINDZIE * - 11 03 /;RESTAURANTES
E TURISMO ENTRETEN CURITIBA.;LAZER E ENTRETENIMENTO
RESTAURANTES;RESTAURANTES
DAISO SHOPPING BRASIL;COMPRAS DIVERSAS
RSHOP MA - MALLORCA;COMPRAS DIVERSAS
PAY -PAG*ANAFLAV-06/12;OUTROS
DA TEMPO FE CT - AURANT;RESTAURANTES
BAS REMUNER SALARIO POUP;POUPANÇA E INVESTIMENTOS
QRS PIX IG01 PRIMEIRA / 10;OUTROS
MEGA PAPELAR - CT BAZAR;EDUCAÇÃO
- RSHOP J CONFECCAO;COMPRAS DIVERSAS
- PAY - PANIFICADOR 02 12 /;MERCADO
UBER UBER * TRIP *;TRANSPORTE
PAG PAY - * - ASMSERV 12 / 11;OUTROS
PAY PAG - * - FAMILIA 01 11 /;OUTROS
PAY -HAVAN PAROL;COMPRAS DIVERSAS
* MAND PG TON - CT LTDA;COMPRAS DIVERSAS
- PAY PAGGOLOSIT;OUTROS
IRM FARMACIA - PAVESI CT;SAÚDE
SEM * SEM PAR PARAR *;TRANSPORTE
PAG * - CT DUDUFILH;OUTROS
PAY -BARBEARIA P;CUIDADOS PESSOAIS
IFOOD IFDDRIVE IN;RESTAURANTES
SUBSCRIPTION CHATGPT;LAZER E ENTRETENIMENTO
GYMPASSBR GYMPASS;SAÚDE
- PANIFICADOR PAY - 07 10 /;MERCADO
DARK SUGAR;RESTAURANTES
LANCHES CHEE CT -;RESTAURANTES
KF HONESTY;MERCADO
RSCSS-SIM SAO GAB;SAÚDE
- RSCSS KF HONESTY - 28 10 /;MERCADO
PAY -MILLAN PIZZ;RESTAURANTES
* UBER * UBER TRIP;TRANSPORTE
RES CAMPEAO;OUTROS
- ESPETINHOS PAY - 25 02 /;RESTAURANTES
PIX TRANSF RODRIGO14/11;OUTROS
BANCA CT CURITI -;OUTROS
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
- LR PAY COMERCIO 22 - / 12;OUTROS
PAY -CUZ CUZ DA -30/11;RESTAURANTES
PAY -PANIFICADOR;MERCADO
VINDI *ESPA-CT AS03/03;LAZER E ENTRETENIMENTO
REMUNERAÇÃO SALÁRIO POUPANÇA;POUPANÇA E INVESTIMENTOS
* PAG ATENAFENIX;OUTROS
LIV CTBA PA;LAZER E ENTRETENIMENTO
- MERCATELLI PAY - / 24 06;OUTROS
- PAY PANIFICADOR - / 10 31;MERCADO
POUPANÇA REMUNERAÇÃO SALÁRIO;POUPANÇA E INVESTIMENTOS
FOLHA MENSAL PAGAMENTO;OUTROS
- PAY 3 ZUL CREDI 18 - / 10;TRANSPORTE
BENATO TRANS;TRANSPORTE
LA MAFIA;RESTAURANTES
PG *UNIVERSO NARR 10/12;EDUCAÇÃO
COMERCIO K2 - CT / 02 DU02;COMPRAS DIVERSAS
ULTRAGAZ DA 21900 DEMAI;MORADIA
SHOP PET;CUIDADOS COM O PET
- TRIPARK PAY EST;TRANSPORTE
KF HONESTY;MERCADO
PAY PANIFICADOR - 10 - 05 /;MERCADO
- PAG PAY RESTAUR * - 27 / 11;RESTAURANTES
GOLOSIT;OUTROS
- PAY DRIVE IN - BU 15 06 /;RESTAURANTES
UNICLASS INT VS;PAGAMENTO CARTÃO
TIT MOBILEPAG 237 BANCO;MORADIA
GYMPASSBR GYMPASS;SAÚDE
- INGRESSO PAY CO;LAZER E ENTRETENIMENTO
PAY -RESTAURANTES;RESTAURANTES
KORINGA PAY - TAB;RESTAURANTES
MERLIN LEROY;COMPRAS DIVERSAS
COCO PAY - BAMBU;RESTAURANTES
- PAY PANIFICADOR - / 11 16;MERCADO
PANIFICADOR;MERCADO
PAY -DARK SUGAR -07/05;RESTAURANTES
- PAY BRAVIUM 28 - 11 /;OUTROS
KF HONESTY;MERCADO
PIX MARCIO TRANSF / 09 10;OUTROS
PIX QRS / PERSONAL PA28 10;OUTROS
PAY -CUZ CUZ DA -28/11;RESTAURANTES
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PET SHOP CLA-CT LIVEIR;CUIDADOS COM O PET
PAY - CAFES LN LT 01 - 10 /;RESTAURANTES
UBER UBER * * TRIP;TRANSPORTE
JUROS POUPANCA SALARIO;POUPANÇA E INVESTIMENTOS
PAGASMSERV PAY - 15 - / 05;OUTROS
* MERCADOLIVRE / ALPHA03 03;COMPRAS DIVERSAS
- PAY - PANIFICADOR 17 05 /;MERCADO
TRANSF PIX ISABELL;MESADA
- PAY 600 RAIA PO 29 - / 11;SAÚDE
KALUNGA PAY - CUR - / 10 10;EDUCAÇÃO
MOANA CT ICE -;RESTAURANTES
PAY TEMPO - FE DA 04 - / 12;OUTROS
RSCSS KF - HONESTY;MERCADO
RSHOP-FARES TURIS;LAZER E ENTRETENIMENTO
AMAZON ALUGUEL PRIME;LAZER E ENTRETENIMENTO
SACOLAO POP;MERCADO
PAY PASTELJ - MP - / 08 06;RESTAURANTES
- PAY URBS;TRANSPORTE
IFDMACARRAO IFOOD;RESTAURANTES
QRS PIX CLARO S. . 02 A / 01;TELECOMUNICAÇÕES
WHISKYA MP;RESTAURANTES
* DM L CRUNCHYROLL;LAZER E ENTRETENIMENTO
YANG CT -;RESTAURANTES
HNA * CT OBOTICAR -;SAÚDE
CLA PET SHOP - CT LIVEIR;CUIDADOS COM O PET
ITALO LT SUPERMERCADOS;MERCADO
REMUNERAÇÃO SALÁRIO POUPANÇA;POUPANÇA E INVESTIMENTOS
- PANIFICADOR PAY 02 - / 12;MERCADO
STARBUCKS 21-CT TIO BA;RESTAURANTES
COSMETI DIVA NODARI -;COMPRAS DIVERSAS
PAY RESTAURANTES -;RESTAURANTES
LF PAY - - EVENTOS 12 / 10;LAZER E ENTRETENIMENTO
* PG NARR UNIVERSO / 09 12;EDUCAÇÃO
PANIFICADOR;MERCADO
- PAY PAG * ANDREPA - 10 04 /;OUTROS
PAY -COCO BAMBU;RESTAURANTES
- PAY LUIZ - ELVIS / 29 10;OUTROS
PAY DONA - - DEOLA / 30 11;RESTAURANTES
- PAY MENDONCA - FO / 11 12;RESTAURANTES
INT UNICLASS VS;PAGAMENTO CARTÃO
TRANSPO COLET - CT NSP E.;TRANSPORTE
TAMIRES TRANSFERÊNCIA;TRANSFERÊNCIA BANCÁRIA
HONESTY KF V-CT;MERCADO
PAY -DRIVE IN BU;RESTAURANTES
AMAZONPRIMEBR;LAZER E ENTRETENIMENTO
SACOLAO PAY - POP 23 - / 11;MERCADO
POSTO AUTO CT -;TRANSPORTE
* UBER HELP TRIP UBER. . CO;TRANSPORTE
- PAY CUZ CUZ 29 DA - / 11;RESTAURANTES
- MUELL PAY LEVIS - 10 / 12;ROUPAS E ACESSÓRIOS
PAY BARBEARIA P -;CUIDADOS PESSOAIS
PAY POP - SACOLAO - / 23 10;MERCADO
RSHOP SHOP - FAST S;COMPRAS DIVERSAS
PIX TRANSF PRIMEIR26/10;OUTROS
LUIZ ELVIS B - CT;OUTROS
- BARAQUIAS PAY - C 07 / 12;RESTAURANTES
DONALDS MC S CT -;RESTAURANTES
PIX TATIANE TRANSF;TRANSFERÊNCIA BANCÁRIA
* PAG 03 LOJASRENNER / 03;ROUPAS E ACESSÓRIOS
PAY FARMACIA - - UN 03 06 /;SAÚDE
PAY -MP JUNIOR;OUTROS
- SAMEANDERSO PAY - 28 10 /;RESTAURANTES
GYMPASSBR GYMPASS;SAÚDE
QRS COPEL PIX DISTR22 / 12;MORADIA
PIX TATIANE TRANSF;TRANSFERÊNCIA BANCÁRIA
INT PAG TIT 35354118200;MORADIA
REPUBLICA;COMPRAS DIVERSAS
QRS PIX SEM I PARAR;TRANSPORTE
PAY 3102DROGASI -;SAÚDE
PAY -LANCHONETE;RESTAURANTES
* IFOOD CLUBE IFOOD *;RESTAURANTES
ITALO PAY - SUPER 14 - / 12;MERCADO
RSCSS-PANIFICADOR-03/03;MERCADO
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
* PG TON ASSA CT -;OUTROS
- PAY PANIFICADOR;MERCADO
PAY PAG - * BOTECOD - 12 17 /;RESTAURANTES
MERCATELLI CT -;COMPRAS DIVERSAS
ISABEL TRANSFERÊNCIA;MESADA
- PAY COME GROSSI 08 - / 12;MERCADO
PAY PAGJORGELU -;OUTROS
WOW NIX * BEAU CT ALON - P;COMPRAS DIVERSAS
TRANSF PIX THIAGO 01 05 /;TRANSFERÊNCIA BANCÁRIA
PAY PAROL - HAVAN;COMPRAS DIVERSAS
IFDJURASSIC IFOOD;RESTAURANTES
- PAY - VARIEDADES 02 12 /;OUTROS
PAY -FARMACIA UN-04/05;SAÚDE
PAY - S FAST SHOP - 04 03 /;COMPRAS DIVERSAS
PORCELANAS 01 SCHMID 03 /;COMPRAS DIVERSAS
PET SHOP CLA-CT LIVEIR;CUIDADOS COM O PET
745 TED. 0001 PAYPAL. B D;RECEITA
PIX TRANSF MARCIO 09 / 10;OUTROS
UBER *UBER *TRIP;TRANSPORTE
* PG NARR UNIVERSO / 10 12;EDUCAÇÃO
000216 CXE SAQUES / 01 01;SAQUES
BEAL CIA;COMPRAS DIVERSAS
- FARMACIA PAY UN;SAÚDE
PIX TATIANE TRANSF;TRANSFERÊNCIA BANCÁRIA
DEMAI DA ULTRAGAZ 21900;MORADIA
ULTRAGAZ DA 21900 DEMAI;MORADIA
UBER *UBER *TRIP;TRANSPORTE
- PAY PANIFICADOR - 12 01 /;MERCADO
PAY -RESTAURANTE-25/06;RESTAURANTES
MODA DO BEM - CT L TOS;ROUPAS E ACESSÓRIOS
191 STAR SH;RESTAURANTES
PANMONHAS SEM CT TURA -;RESTAURANTES
PAY -HNA*OBOTICA-02/12;COMPRAS DIVERSAS
BOLOS BRUNO CT -;RESTAURANTES
REPUBLICA;COMPRAS DIVERSAS
FREDDO -CT;RESTAURANTES
ICE MOANA CT -;RESTAURANTES
ASMSERV;OUTROS
DE FOLHA PARTICIPACAO;OUTROS
RSCSS BATOVI -;RESTAURANTES
TED INT421003D7 D;OUTROS
SHOP FAST 06 SA / 12;COMPRAS DIVERSAS
TED 745. 0001 PAYPAL B. D;RECEITA
KF HONESTY;MERCADO
RSCSS - - HONESTY KF 28 10 /;MERCADO
- PAY - MUFFATO POR 02 / 11;MERCADO
PAY - 16 GUARDIAN PA - / 12;CUIDADOS COM O PET
PAY LANCHONETE -;RESTAURANTES
- ESTAPAR CCI CT;TRANSPORTE
MC S DONALDS CT -;RESTAURANTES
PAY NOVA - - ESTREL 15 11 /;RESTAURANTES
* UBER UBER TRIP *;TRANSPORTE
PIX TRANSF / 06 TATIANE20;TRANSFERÊNCIA BANCÁRIA
PARK BMB CT -;TRANSPORTE
PIX MARKETP13 QRS PIX / 06;COMPRAS DIVERSAS
LEO COSMETIC - CT;COMPRAS DIVERSAS
COLET - CT TRANSP NSP. E;TRANSPORTE
AMAZON ALUGUEL PRIME;LAZER E ENTRETENIMENTO
ITALO SUPERMERCADOS LT;MERCADO
QRS PIX HOTMART21 02 /;OUTROS
SCHMID 01 PORCELANAS / 03;COMPRAS DIVERSAS
- RSCSS CHIC VILLA - 11 12 /;OUTROS
- PAY PANIFICADOR - 11 18 /;MERCADO
- FARES RSHOP TURIS;LAZER E ENTRETENIMENTO
PAY - PAG POSTORE * 31 - 12 /;TRANSPORTE
PAY - GREEN GATE;RESTAURANTES
PIX THIAGO TRANSF / 01 05;TRANSFERÊNCIA BANCÁRIA
- PAY ARMAZEM VIL - 05 05 /;MERCADO
RSCSS-PAG*RESTAUR;RESTAURANTES
PAY - - SACOLAO 17 POP / 06;MERCADO
IFOOD IFDMCDONALDS;RESTAURANTES
FLEX CLARO;TELECOMUNICAÇÕES
HNA * - CT OBOTICAR;SAÚDE
SACOLAO POPULAR;MERCADO
PIX TRANSF TATIANE;TRANSFERÊNCIA BANCÁRIA
UBER *UBER *TRIP;TRANSPORTE
GYMPASS GYMPASSBR;SAÚDE
UBER * * TRIP UBER;TRANSPORTE
- PAY SACOLAO POP 19 - 11 /;MERCADO
UBER *UBER *TRIP;TRANSPORTE
CLARO FLEX;TELECOMUNICAÇÕES
UBER UBER * TRIP *;TRANSPORTE
YANG CT -;RESTAURANTES
INT COPEL DISTRIBUICA;MORADIA
PAG * - GAROTAFA CT 03 N 03 /;ROUPAS E ACESSÓRIOS
PIX ISABELL TRANSF;MESADA
* MICROSOFT SUBSCRIPTION;LAZER E ENTRETENIMENTO
TRANSF PIX MARTTER;TRANSFERÊNCIA BANCÁRIA
DE PAGAMENTO TÍTULO;MORADIA
PAG*JOSECARL-CT;OUTROS
FOLHA PAGAMENTO MENSAL;RECEITA
MOANA ICE -CT;RESTAURANTES
ESTACIONAME;TRANSPORTE
PAY -RIMINI INDU-24/02;OUTROS
POP SACOLAO;MERCADO
RSCSS BATOVI -;RESTAURANTES
ISABELL20 PIX TRANSF / 10;MESADA
PARAR SEM ABASTECE *;TRANSPORTE
PIX QRS S CLARO. A.;TELECOMUNICAÇÕES
- HNA PAY * OBOTICA - 02 12 /;COMPRAS DIVERSAS
TRANSF PIX ISABELL01 12 /;MESADA
- RSCSS SE PAMONHAS - 24 02 /;RESTAURANTES
PAY - * PAG ASMSERV - / 10 22;OUTROS
PAGPAULORO;OUTROS
LA PAY - PIZZARIA;RESTAURANTES
- PAY PANIFICADOR 16 - 11 /;MERCADO
CCI ESTAPAR CT -;TRANSPORTE
BAS REMUNER SALARIO POUP;POUPANÇA E INVESTIMENTOS
- PAY GRILL ITS P - / 02 06;RESTAURANTES
TRANSF PIX / TATIANE02 01;TRANSFERÊNCIA BANCÁRIA
. VESTUARIO CURITIBA;ROUPAS E ACESSÓRIOS
PAY - 07 PANIFICADOR - 06 /;MERCADO
CONTA TRANSFERÊNCIA;TRANSFERÊNCIA BANCÁRIA
IN DRIVE BURGER;LAZER E ENTRETENIMENTO
- PAY REGINA FENA 23 - 12 /;MERCADO
RESTAURANTES;RESTAURANTES
